id,amount,sku_external_id,supplier_article,warehouse_name,quantityFull,in_way_to_client,in_way_from_client,techSize,price,discount,warehouse_id,product_id,created_at,updated_at
17,15,OZN937455317,AF00191INT,Тула,15,0,0,0,1251.00,76,1,220,2024-07-27T18:47:26.000000Z,2024-07-28T20:01:02.000000Z
19,75,OZN1052821704,TRANAF00270INT,Краснодар,75,0,0,0,1201.00,75,2,207,2024-07-27T18:47:26.000000Z,2024-07-28T20:01:02.000000Z
18,57,OZN1054067705,AF00285INT,Электросталь,57,0,0,0,1430.00,79,3,262,2024-07-27T18:47:26.000000Z,2024-07-28T20:01:02.000000Z
63,27,OZN1237278664,AF00390INT,Казань,28,1,0,0,1335.00,70,4,140,2024-07-27T18:47:26.000000Z,2024-07-28T20:01:05.000000Z
11,248,OZN885958085,AF00174INT,Электросталь,267,19,0,0,1335.00,73,3,71,2024-07-27T18:47:26.000000Z,2024-07-28T20:01:06.000000Z
14,1,OZN824133867,AF00109INT,Невинномысск,1,0,0,0,1805.00,81,12,193,2024-07-27T18:47:26.000000Z,2024-07-28T20:01:02.000000Z
15,1,OZN1218650283,TRANAF00375INT,Казань,1,0,0,0,930.00,68,4,,2024-07-27T18:47:26.000000Z,2024-07-28T20:01:02.000000Z
21,37,OZN756676696,AF0012INT,Краснодар,37,0,0,0,1113.00,73,2,213,2024-07-27T18:47:26.000000Z,2024-07-28T20:01:02.000000Z
16,2,OZN1077597764,AF00316INT,Казань,2,0,0,0,1400.00,76,4,247,2024-07-27T18:47:26.000000Z,2024-07-28T20:01:02.000000Z
8,0,2026721568627,22SEAS001Z322SEAS001Z3-cvet,Коледино,1,0,1,0,1200.00,62,5,,2024-07-27T18:47:26.000000Z,2024-07-28T20:01:02.000000Z
22,4,OZN1085769417,AF00318INT,Электросталь,4,0,0,0,1667.00,82,3,237,2024-07-27T18:47:26.000000Z,2024-07-28T20:01:02.000000Z
23,31,OZN1074760937,TRANAF00301INT,Краснодар,31,0,0,0,1201.00,75,2,226,2024-07-27T18:47:26.000000Z,2024-07-28T20:01:02.000000Z
24,37,OZN838395182,AF00117INT,Краснодар,37,0,0,0,1667.00,82,2,241,2024-07-27T18:47:26.000000Z,2024-07-28T20:01:02.000000Z
25,51,OZN1085769417,AF00318INT,Краснодар,51,0,0,0,1667.00,82,2,237,2024-07-27T18:47:26.000000Z,2024-07-28T20:01:02.000000Z
26,82,OZN756676696,AF0012INT,Электросталь,82,0,0,0,1113.00,73,3,213,2024-07-27T18:47:26.000000Z,2024-07-28T20:01:02.000000Z
28,36,OZN1237278664,AF00390INT,Краснодар,36,0,0,0,1580.00,81,2,140,2024-07-27T18:47:26.000000Z,2024-07-28T20:01:02.000000Z
29,1,OZN1015812749,AF00234INT,Атакент,1,0,0,0,1251.00,76,14,138,2024-07-27T18:47:26.000000Z,2024-07-28T20:01:02.000000Z
30,28,OZN1008597076,AF00218INT,Краснодар,28,0,0,0,1365.00,78,2,200,2024-07-27T18:47:26.000000Z,2024-07-28T20:01:02.000000Z
32,91,OZN937482109,AF00192INT,Электросталь,91,0,0,0,1430.00,79,3,215,2024-07-27T18:47:26.000000Z,2024-07-28T20:01:02.000000Z
33,12,OZN1054067705,AF00285INT,Казань,12,0,0,0,1430.00,79,4,262,2024-07-27T18:47:26.000000Z,2024-07-28T20:01:02.000000Z
34,1,OZN844680868,TRANAF00126INT,Белая дача,1,0,0,0,1735.00,74,6,177,2024-07-27T18:47:26.000000Z,2024-07-28T20:01:02.000000Z
36,23,OZN1108964387,AF00328INT,Тула,23,0,0,0,1365.00,80,1,253,2024-07-27T18:47:26.000000Z,2024-07-28T20:01:02.000000Z
37,1,OZN1416002666,AF00434INT,Рязань (Тюшевское),1,0,0,0,1305.00,77,19,225,2024-07-27T18:47:26.000000Z,2024-07-28T20:01:02.000000Z
39,42,OZN1017612735,TRANAF00238INT,Краснодар,42,0,0,0,1667.00,82,2,259,2024-07-27T18:47:26.000000Z,2024-07-28T20:01:02.000000Z
40,17,OZN1089779448,AF00320INT,Тула,17,0,0,0,1667.00,82,1,257,2024-07-27T18:47:26.000000Z,2024-07-28T20:01:02.000000Z
41,24,OZN756676696,AF0012INT,Казань,24,0,0,0,1113.00,73,4,213,2024-07-27T18:47:26.000000Z,2024-07-28T20:01:02.000000Z
42,1,OZN1189789460,AF00341INT,Невинномысск,1,0,0,0,1300.00,91,12,199,2024-07-27T18:47:26.000000Z,2024-07-28T20:01:02.000000Z
43,95,OZN1560089688,AF00509INT,Краснодар,95,0,0,0,1365.00,78,2,160,2024-07-27T18:47:26.000000Z,2024-07-28T20:01:02.000000Z
45,0,OZN1413336721,AF00430INT,Астана,1,1,0,0,1201.00,75,15,204,2024-07-27T18:47:26.000000Z,2024-07-28T20:01:02.000000Z
47,1,OZN1074732645,TRANAF00300INT,Атакент,1,0,0,0,1365.00,78,14,150,2024-07-27T18:47:26.000000Z,2024-07-28T20:01:02.000000Z
48,1,OZN1074779572,TRANAF00304INT,Атакент,1,0,0,0,1430.00,79,14,53,2024-07-27T18:47:26.000000Z,2024-07-28T20:01:02.000000Z
49,31,OZN1074760937,TRANAF00301INT,Казань,31,0,0,0,1201.00,75,4,226,2024-07-27T18:47:26.000000Z,2024-07-28T20:01:02.000000Z
50,0,OZN1551949453,AF00462INT,Крыловская,1,1,0,0,1305.00,77,21,129,2024-07-27T18:47:26.000000Z,2024-07-28T20:01:02.000000Z
51,2,OZN1074760937,TRANAF00301INT,Коледино,2,0,0,0,1201.00,75,5,226,2024-07-27T18:47:26.000000Z,2024-07-28T20:01:02.000000Z
52,1,OZN838483846,AF00122INT,Тула,1,0,0,0,1667.00,82,1,135,2024-07-27T18:47:26.000000Z,2024-07-28T20:01:02.000000Z
54,84,OZN1108964387,AF00328INT,Электросталь,84,0,0,0,1365.00,80,3,253,2024-07-27T18:47:26.000000Z,2024-07-28T20:01:02.000000Z
55,4,OZN1025241565,TRANAF00255INT,Краснодар,4,0,0,0,1667.00,82,2,273,2024-07-27T18:47:26.000000Z,2024-07-28T20:01:02.000000Z
56,49,OZN838410074,AF00120INT,Краснодар,50,0,1,0,1365.00,78,2,191,2024-07-27T18:47:26.000000Z,2024-07-28T20:01:02.000000Z
57,81,OZN1015812749,AF00234INT,Краснодар,81,0,0,0,1251.00,76,2,138,2024-07-27T18:47:26.000000Z,2024-07-28T20:01:02.000000Z
58,81,OZN1032265058,AF00261INT,Краснодар,81,0,0,0,1305.00,77,2,145,2024-07-27T18:47:26.000000Z,2024-07-28T20:01:02.000000Z
59,1,OZN1085769417,AF00318INT,Невинномысск,1,0,0,0,1667.00,82,12,237,2024-07-27T18:47:26.000000Z,2024-07-28T20:01:02.000000Z
60,39,OZN811275649,AF0089INT,Казань,39,0,0,0,1305.00,77,4,144,2024-07-27T18:47:26.000000Z,2024-07-28T20:01:02.000000Z
64,0,OZN1022290501,TRANAF00246INT,Вёшки,1,0,1,0,1305.00,77,20,80,2024-07-27T18:47:26.000000Z,2024-07-28T20:01:02.000000Z
66,51,OZN998967274,AF00194INT,Краснодар,51,0,0,0,1667.00,82,2,141,2024-07-27T18:47:26.000000Z,2024-07-28T20:01:02.000000Z
31,0,OZN1564130716,AF00511INT,Екатеринбург - Испытателей 14г,0,0,0,0,1347.00,74,11,158,2024-07-27T18:47:26.000000Z,2024-07-28T20:01:04.000000Z
65,0,OZN1076091914,TRANAF00309INT,Обухово,0,0,0,0,1335.00,73,18,50,2024-07-27T18:47:26.000000Z,2024-07-28T20:01:04.000000Z
38,34,OZN1032249844,AF00260INT,Краснодар,34,0,0,0,1295.00,76,2,212,2024-07-27T18:47:26.000000Z,2024-07-28T20:01:04.000000Z
2,0,2018312371006,20List001Aqua20List001Aqua,Коледино,0,0,0,0,1200.00,92,5,286,2024-07-27T18:47:26.000000Z,2024-07-28T20:01:04.000000Z
3,0,OZN544105881,20List010HK20List010HK,Коледино,3,0,3,0,1300.00,62,5,,2024-07-27T18:47:26.000000Z,2024-07-28T20:01:02.000000Z
4,54,OZN888490202,AF00177INT,Краснодар,54,0,0,0,1350.00,74,2,219,2024-07-27T18:47:26.000000Z,2024-07-28T20:01:02.000000Z
5,0,2022508313008,20List002Jungles20List002Jungles,Казань,1,1,0,0,1350.00,62,4,,2024-07-27T18:47:26.000000Z,2024-07-28T20:01:02.000000Z
7,0,2023238758008,22SEAS001Z222SEAS001Z2s,Коледино,1,1,0,0,440.00,62,5,,2024-07-27T18:47:26.000000Z,2024-07-28T20:01:02.000000Z
10,0,OZN727515603,AF003INT,Коледино,1,1,0,0,1200.00,58,5,,2024-07-27T18:47:26.000000Z,2024-07-28T20:01:02.000000Z
105,0,OZN1400399623,,,0,0,0,0,1305.00,77,22,14,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
106,0,OZN1555948710,,,0,0,0,0,1501.00,80,1,100,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
108,0,OZN1052512110,,,0,0,0,0,1380.00,75,9,279,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
109,0,OZN818613919,,,0,0,0,0,1305.00,74,23,36,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
110,0,OZN1052882596,,,0,0,0,0,1365.00,75,20,66,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
111,0,OZN1074779572,,,0,0,0,0,1430.00,79,6,53,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
113,0,OZN1401289366,,,0,0,0,0,1305.00,77,12,24,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
114,0,OZN838401008,,,0,0,0,0,1305.00,77,24,60,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
115,0,OZN1052494531,,,0,0,0,0,1365.00,75,2,58,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
116,0,OZN1420884610,,,0,0,0,0,1305.00,77,20,89,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
118,0,OZN1411233455,,,0,0,0,0,1365.00,78,4,264,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
119,0,OZN1416893511,,,0,0,0,0,1365.00,78,3,182,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
120,0,OZN1552373979,,,0,0,0,0,1305.00,77,10,13,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
121,0,OZN1052494531,,,0,0,0,0,1365.00,75,26,58,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
122,0,OZN1551961230,,,0,0,0,0,1365.00,77,25,164,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
124,0,OZN1555172143,,,0,0,0,0,1365.00,78,1,137,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
125,0,OZN862471405,,,0,0,0,0,1305.00,77,3,5,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
126,0,OZN1054017594,,,0,0,0,0,1305.00,77,18,168,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
129,0,OZN538558518,,,0,0,0,0,1305.00,77,1,41,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
130,0,OZN1022363440,,,0,0,0,0,1305.00,77,27,163,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
101,1,OZN1032408678,AF00263INT,Тула,1,0,0,0,1201.00,75,1,26,2024-07-27T18:47:27.000000Z,2024-07-28T20:01:02.000000Z
77,0,OZN885958085,AF00174INT,СЦ Кузнецк,1,1,0,0,1600.00,80,22,71,2024-07-27T18:47:27.000000Z,2024-07-28T20:01:02.000000Z
79,15,OZN1076475734,AF00314INT,Тула,15,0,0,0,1201.00,75,1,211,2024-07-27T18:47:27.000000Z,2024-07-28T20:01:02.000000Z
80,15,OZN1017198987,TRANAF00235INT,Электросталь,15,0,0,0,1201.00,75,3,275,2024-07-27T18:47:27.000000Z,2024-07-28T20:01:02.000000Z
78,1,OZN847532258,TRANAF00136INT,Краснодар,50,0,49,0,1335.00,70,2,175,2024-07-27T18:47:27.000000Z,2024-07-28T20:01:06.000000Z
81,0,OZN1415870296,AF00433INT,СЦ Кузнецк,1,1,0,0,1305.00,77,22,18,2024-07-27T18:47:27.000000Z,2024-07-28T20:01:02.000000Z
82,0,OZN811225295,TRANAF0084INT,Обухово,1,1,0,0,1667.00,82,18,155,2024-07-27T18:47:27.000000Z,2024-07-28T20:01:02.000000Z
84,4,OZN1032265058,AF00261INT,Казань,4,0,0,0,1305.00,77,4,145,2024-07-27T18:47:27.000000Z,2024-07-28T20:01:02.000000Z
85,1,OZN1422399658,AF00444INT,Невинномысск,1,0,0,0,1365.00,78,12,147,2024-07-27T18:47:27.000000Z,2024-07-28T20:01:02.000000Z
87,0,OZN1052880484,AF00284INT,СЦ Кузнецк,1,1,0,0,1365.00,76,22,65,2024-07-27T18:47:27.000000Z,2024-07-28T20:01:02.000000Z
89,5,OZN824133867,AF00109INT,Электросталь,5,0,0,0,1365.00,76,3,193,2024-07-27T18:47:27.000000Z,2024-07-28T20:01:02.000000Z
90,89,OZN811275649,AF0089INT,Электросталь,89,0,0,0,1305.00,77,3,144,2024-07-27T18:47:27.000000Z,2024-07-28T20:01:02.000000Z
92,19,OZN1063258299,AF00293INT,Краснодар,19,0,0,0,1580.00,81,2,248,2024-07-27T18:47:27.000000Z,2024-07-28T20:01:02.000000Z
9,0,59025941911,20List001Aqua20List003Aqua2,Коледино,1,1,0,0,1200.00,93,5,285,2024-07-27T18:47:26.000000Z,2024-07-28T20:01:02.000000Z
69,9,OZN1076138558,AF00312INT,Тула,9,0,0,0,1155.00,74,1,214,2024-07-27T18:47:26.000000Z,2024-07-28T20:01:02.000000Z
71,24,OZN1115746315,TRANAF00331INT,Краснодар,24,0,0,0,1430.00,79,2,260,2024-07-27T18:47:26.000000Z,2024-07-28T20:01:02.000000Z
72,5,OZN1074773039,TRANAF00302INT,Казань,5,0,0,0,1155.00,74,4,224,2024-07-27T18:47:26.000000Z,2024-07-28T20:01:02.000000Z
96,0,OZN1218790680,AF00381INT,СЦ Кузнецк,1,1,0,0,1305.00,77,22,28,2024-07-27T18:47:27.000000Z,2024-07-28T20:01:02.000000Z
73,74,OZN839930907,AF00124INT,Краснодар,74,0,0,0,1667.00,82,2,118,2024-07-27T18:47:26.000000Z,2024-07-28T20:01:02.000000Z
97,43,OZN811275649,AF0089INT,Краснодар,43,0,0,0,1305.00,77,2,144,2024-07-27T18:47:27.000000Z,2024-07-28T20:01:02.000000Z
100,114,OZN998967274,AF00194INT,Электросталь,114,0,0,0,1667.00,82,3,141,2024-07-27T18:47:27.000000Z,2024-07-28T20:01:02.000000Z
102,26,OZN1101530078,AF00325INT,Тула,26,0,0,0,1365.00,78,1,180,2024-07-27T18:47:27.000000Z,2024-07-28T20:01:02.000000Z
75,0,OZN1017612735,TRANAF00238INT,СЦ Кузнецк,1,1,0,0,1667.00,82,22,259,2024-07-27T18:47:26.000000Z,2024-07-28T20:01:02.000000Z
103,0,OZN1561003624,AF00473INT,Краснодар,1,1,0,0,1365.00,78,2,102,2024-07-27T18:47:27.000000Z,2024-07-28T20:01:02.000000Z
104,14,OZN727254599,AF001INT,Электросталь,14,0,0,0,1251.00,76,3,263,2024-07-27T18:47:27.000000Z,2024-07-28T20:01:02.000000Z
107,47,OZN1032249844,AF00260INT,Электросталь,47,0,0,0,1365.00,78,3,212,2024-07-27T18:47:27.000000Z,2024-07-28T20:01:02.000000Z
123,0,OZN1077595197,AF00306INT,Тула,1,1,0,0,1305.00,77,1,230,2024-07-27T18:47:27.000000Z,2024-07-28T20:01:02.000000Z
128,50,OZN1017445059,AF00229INT,Краснодар,50,0,0,0,1451.00,77,2,105,2024-07-27T18:47:27.000000Z,2024-07-28T20:01:02.000000Z
86,0,OZN1418973008,AF00439INT,Обухово,0,0,0,0,1600.00,80,18,3,2024-07-27T18:47:27.000000Z,2024-07-28T20:01:04.000000Z
112,0,OZN1401289366,AF00411INT,Екатеринбург - Испытателей 14г,0,0,0,0,1600.00,80,11,24,2024-07-27T18:47:27.000000Z,2024-07-28T20:01:05.000000Z
68,26,OZN888490202,AF00177INT,Электросталь,26,0,0,0,1295.00,76,3,219,2024-07-27T18:47:26.000000Z,2024-07-28T20:01:05.000000Z
88,0,OZN885958085,AF00174INT,Тула,2,2,0,0,1335.00,73,1,71,2024-07-27T18:47:27.000000Z,2024-07-28T20:01:05.000000Z
127,0,OZN1000913697,AF00197INT,Минск,1,1,0,0,1600.00,80,24,198,2024-07-27T18:47:27.000000Z,2024-07-28T20:01:06.000000Z
94,22,OZN1429399728,TRANAF00459INT,Краснодар,22,0,0,0,1113.00,73,2,146,2024-07-27T18:47:27.000000Z,2024-07-28T20:01:02.000000Z
95,0,OZN1551006845,AF00485INT,СЦ Кузнецк,1,1,0,0,1305.00,77,22,63,2024-07-27T18:47:27.000000Z,2024-07-28T20:01:02.000000Z
93,2,OZN1022631592,TRANAF00248INT.,Электросталь,2,0,0,0,1365.00,78,3,179,2024-07-27T18:47:27.000000Z,2024-07-28T20:01:02.000000Z
131,0,OZN1554656360,,,0,0,0,0,1347.00,74,25,108,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
133,0,OZN1101530078,,,0,0,0,0,1365.00,78,14,180,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
135,0,OZN1096722919,,,0,0,0,0,1365.00,78,21,176,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
136,0,OZN1555948710,,,0,0,0,0,1501.00,80,21,100,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
137,0,OZN1015810471,,,0,0,0,0,1305.00,77,14,17,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
138,0,OZN1074779572,,,0,0,0,0,1430.00,79,27,53,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
140,0,OZN1030516129,,,0,0,0,0,1365.00,78,25,205,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
141,0,OZN1063014542,,,0,0,0,0,1305.00,76,6,34,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
143,0,OZN1393095103,,,0,0,0,0,1365.00,74,21,96,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
144,0,OZN1412646379,,,0,0,0,0,1320.00,66,6,167,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
145,0,OZN1415870296,,,0,0,0,0,1347.00,74,23,18,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
146,0,OZN1031685505,,,0,0,0,0,1320.00,66,20,73,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
147,0,OZN1062807338,,,0,0,0,0,1320.00,75,23,185,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
148,0,OZN1405069804,,,0,0,0,0,1365.00,74,23,91,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
149,0,OZN824922658,,,0,0,0,0,1347.00,74,28,21,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
150,0,OZN1402001872,,,0,0,0,0,1305.00,77,28,196,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
151,0,OZN814704238,,,0,0,0,0,1305.00,77,28,206,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
152,0,OZN895325261,,,0,0,0,0,1305.00,77,27,27,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
153,0,OZN1015820219,,,0,0,0,0,1155.00,74,19,59,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
154,0,OZN1063014542,,,0,0,0,0,1305.00,75,28,34,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
155,0,OZN1411168776,,,0,0,0,0,1305.00,77,21,90,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
156,0,OZN1417613634,,,0,0,0,0,1365.00,78,28,268,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
157,0,OZN1422342267,,,0,0,0,0,1365.00,74,23,139,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
158,0,OZN1427356016,,,0,0,0,0,1305.00,77,24,128,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
159,0,OZN1549385287,,,0,0,0,0,1365.00,77,24,161,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
160,0,OZN1022290501,,,0,0,0,0,1347.00,74,28,80,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
161,0,OZN1076091914,,,0,0,0,0,1340.00,75,24,50,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
162,0,OZN1051035188,,,0,0,0,0,1365.00,78,27,76,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
163,0,OZN1402001872,,,0,0,0,0,1305.00,77,24,196,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
164,0,OZN1062772811,,,0,0,0,0,1365.00,78,20,245,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
165,0,OZN1077595197,,,0,0,0,0,1305.00,77,24,230,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
166,0,OZN1189845037,,,0,0,0,0,1305.00,77,22,16,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
167,0,OZN1022631592,,,0,0,0,0,1365.00,78,27,179,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
168,0,OZN895325261,,,0,0,0,0,1305.00,77,24,27,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
169,0,OZN998967274,,,0,0,0,0,1667.00,82,19,141,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
171,0,OZN1052882596,,,0,0,0,0,1365.00,75,24,66,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
172,0,OZN1077597764,,,0,0,0,0,1350.00,72,6,247,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
173,0,OZN1101550985,,,0,0,0,0,1305.00,77,6,184,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
174,0,OZN1101550985,,,0,0,0,0,1305.00,77,23,184,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
175,0,OZN1163638158,,,0,0,0,0,1365.00,78,19,231,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
177,0,OZN852675717,,,0,0,0,0,1365.00,78,27,173,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
178,0,OZN862471405,,,0,0,0,0,1305.00,77,27,5,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
179,0,OZN1393095103,,,0,0,0,0,1365.00,74,20,96,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
181,0,OZN1427356016,,,0,0,0,0,1295.00,76,28,128,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
182,0,OZN1022363440,,,0,0,0,0,1305.00,77,28,163,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
183,0,OZN1017445059,,,0,0,0,0,1451.00,77,10,105,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
184,0,OZN1034238708,,,0,0,0,0,1305.00,77,22,25,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
185,0,OZN1426976116,,,0,0,0,0,1365.00,74,27,97,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
186,0,OZN1427356016,,,0,0,0,0,1295.00,76,20,128,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
187,0,OZN1551006845,,,0,0,0,0,1305.00,76,21,63,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
189,0,OZN780122746,,,0,0,0,0,1320.00,75,14,2,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
190,0,OZN1402037780,,,0,0,0,0,1295.00,76,6,156,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
191,0,OZN885958085,,,0,0,0,0,1320.00,75,27,71,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
192,0,OZN1416893511,,,0,0,0,0,1365.00,78,4,182,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
194,0,OZN1418980395,,,0,0,0,0,1295.00,76,14,69,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
195,0,OZN1420863423,,,0,0,0,0,1305.00,77,4,190,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
139,0,OZN1015810471,AF00232INT,Рязань (Тюшевское),0,0,0,0,1600.00,80,19,17,2024-07-27T18:47:27.000000Z,2024-07-28T20:01:05.000000Z
180,0,OZN1031685505,AF00209INT,Иваново,0,0,0,0,1320.00,64,28,73,2024-07-27T18:47:27.000000Z,2024-07-28T20:01:06.000000Z
142,0,OZN1218645088,AF00376INT,Минск,0,0,0,0,1295.00,76,24,106,2024-07-27T18:47:27.000000Z,2024-07-28T20:01:05.000000Z
188,0,OZN1422357223,AF00448INT,СЦ Кузнецк,1,1,0,0,1305.00,77,22,143,2024-07-27T18:47:27.000000Z,2024-07-28T20:01:02.000000Z
176,72,OZN838483846,AF00122INT,Краснодар,72,0,0,0,1667.00,82,2,135,2024-07-27T18:47:27.000000Z,2024-07-28T20:01:02.000000Z
170,0,OZN1017642528,TRANAF00240NT,Казань,0,0,0,0,1347.00,74,4,162,2024-07-27T18:47:27.000000Z,2024-07-28T20:01:05.000000Z
134,0,OZN1189760361,AF00340INT,Краснодар,1,0,1,0,1365.00,78,2,142,2024-07-27T18:47:27.000000Z,2024-07-28T20:01:02.000000Z
197,0,OZN1401728915,,,0,0,0,0,1365.00,74,6,11,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
198,0,OZN1054017594,,,0,0,0,0,1295.00,76,29,168,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
199,0,OZN1411060511,,,0,0,0,0,1295.00,76,29,194,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
201,0,OZN824133867,,,0,0,0,0,1365.00,76,22,193,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
202,0,OZN1077595197,,,0,0,0,0,1295.00,76,28,230,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
204,0,OZN1422368004,,,0,0,0,0,1295.00,76,27,56,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
205,0,OZN1564128409,,,0,0,0,0,1201.00,75,26,78,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
207,0,OZN1600299473,,,0,0,0,0,1365.00,67,28,43,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
208,0,OZN852673291,,,0,0,0,0,1295.00,76,6,9,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
210,0,OZN1218840996,,,0,0,0,0,1295.00,76,1,84,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
211,0,OZN1551961230,,,0,0,0,0,1365.00,76,23,164,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
212,0,OZN1554698534,,,0,0,0,0,1305.00,77,20,149,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
213,0,OZN1552373979,,,0,0,0,0,1305.00,77,29,13,2024-07-27T18:47:27.000000Z,2024-07-27T18:47:27.000000Z
